item_id:token,title:token,categories:token_seq,brand:token,sales_type:token,sales_rank:float,price:float
2432,Not of This Earth,"'Jazz', 'Jazz Fusion'",Joe Satriani,CDs & Vinyl,965946.0,
2409,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,"'Metal', 'Alternative Metal'",Incubus,CDs & Vinyl,315663.0,
2423,"Yesterday, Today, Tomorrow: The Greatest Hits of Kenny Loggins",'Pop',Kenny Loggins,CDs & Vinyl,1760.0,
2418,Portrait: Music of Dan Fogelberg 1972-97,"'Folk', 'Contemporary Folk'",Dan Fogelberg,CDs & Vinyl,93632.0,
2438,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,"'Alternative Rock', 'Hardcore'",Suicidal Tendencies,CDs & Vinyl,277304.0,
2439,Live at Carnegie Hall,"'Blues', 'Regional Blues', 'Texas Blues'",Stevie Ray Vaughan,CDs & Vinyl,142312.0,
2429,Hooverphonic: A New Stereophonic Sound Spectacular,"'World Music', 'Europe', 'Continental Europe', 'Belgium'",Hooverphonic,CDs & Vinyl,81271.0,
2434,Time Machine,"'Jazz', 'Jazz Fusion'",Joe Satriani,CDs & Vinyl,53586.0,
2417,Clumsy,"'Alternative Rock', 'American Alternative'",Our Lady Peace,CDs & Vinyl,127971.0,
2441,Naveed,"'Alternative Rock', 'American Alternative'",Our Lady Peace,CDs & Vinyl,494564.0,
2445,Good Feeling,"'Alternative Rock', 'British Alternative', 'Britpop'",Travis,CDs & Vinyl,45845.0,
2444,Songs From Northern Britain,"'Alternative Rock', 'British Alternative', 'Britpop'",Teenage Fanclub,CDs & Vinyl,148839.0,
2428,Oxygene 7-13,'Ambient',Jean Michel Jarre,CDs & Vinyl,197529.0,
2420,Science,"'Metal', 'Alternative Metal'",Incubus,CDs & Vinyl,293121.0,
2430,Joe Satriani,"'Jazz', 'Jazz Fusion'",Joe Satriani,CDs & Vinyl,595091.0,
2440,Yield,"'Pop', 'Adult Alternative'",Pearl Jam,CDs & Vinyl,182426.0,
2421,<span id=parentalAdvisory class=a-size-medium a-color-secondary a-text-normal,"'Pop', 'Dance Pop'",Wyclef Jean,CDs & Vinyl,86016.0,
2437,Sex &amp; Religion,"'Rock', 'Rock Guitarists', 'Shred'",Steve Vai,CDs & Vinyl,328912.0,
2426,Blood On The Dance Floor: History In The Mix,"'Pop', 'Dance Pop'",Michael Jackson,CDs & Vinyl,192325.0,
2422,Ozzman Cometh,"'World Music', 'Europe', 'British Isles', 'Britain'",Ozzy Osbourne,CDs & Vinyl,470665.0,
2449,Be Here Now,"'Alternative Rock', 'British Alternative', 'Britpop'",Oasis,CDs & Vinyl,130406.0,
2451,Big Willie Style,'Soul',Will Smith,CDs & Vinyl,75624.0,
2454,Let's Talk About Love,"'Pop', 'Adult Contemporary'",Celine Dion,CDs & Vinyl,113188.0,
2446,Spawn: The Album 1997 Film,"'Alternative Rock', 'Industrial', 'Alt Industrial'",Various Artists,CDs & Vinyl,88732.0,
2452,In Concert: MTV Plugged,'Classic Rock',Bruce Springsteen,CDs & Vinyl,345109.0,
2447,Collection of Great Dance Songs Audio,"'Rock', 'Progressive', 'Progressive Rock'",Pink Floyd,CDs & Vinyl,711283.0,
2453,"20,000 Watts R.S.L.: Greatest Hits",'Classic Rock',Midnight Oil,CDs & Vinyl,136423.0,
2397,Departure,'Classic Rock',Journey,CDs & Vinyl,278691.0,
2455,Merkinball,'Alternative Rock',Pearl Jam,CDs & Vinyl,49615.0,
2456,Pies Descalzos,"'World Music', 'Colombia'",Shakira,CDs & Vinyl,229756.0,
2457,Home for Christmas,'Noels',Amy Grant,CDs & Vinyl,8374.0,
2460,III Sides to Every Story,"'Metal', 'Pop Metal'",Extreme,CDs & Vinyl,81892.0,
2459,99.9 F&deg;,'Alternative Rock',Suzanne Vega,CDs & Vinyl,375416.0,
2458,A Very Special Christmas 2,"'Pop', 'Oldies', 'Girl Groups'",Various Artists,CDs & Vinyl,6069.0,
2461,Dive,'Musicals',Sarah Brightman,CDs & Vinyl,84499.0,
2468,Four,"'Pop', 'Adult Alternative'",Blues Traveler,CDs & Vinyl,6805.0,
2465,Superunknown,"'Metal', 'Alternative Metal'",Soundgarden,CDs & Vinyl,93908.0,
2466,Live!,"'Alternative Rock', 'New Wave'",The Police,CDs & Vinyl,296920.0,
2472,Empire Records: The Soundtrack,'Alternative Rock',Evan Dando,CDs & Vinyl,58038.0,
2463,Message In A Box: The Complete Recordings,"'Alternative Rock', 'New Wave'",The Police,CDs & Vinyl,8528.0,
2470,Dopes to Infinity,"'Metal', 'Alternative Metal'",Monster Magnet,CDs & Vinyl,89148.0,
2467,House of Love,'Christian',Amy Grant,CDs & Vinyl,64218.0,
2471,Every Breath You Take-the Classics,"'Alternative Rock', 'New Wave'",The Police,CDs & Vinyl,20865.0,
2474,Design of a Decade 1986/1996,"'Pop', 'Adult Contemporary'",Janet Jackson,CDs & Vinyl,11617.0,
2473,Styx: Greatest Hits,"'Rock', 'Progressive', 'Progressive Rock'",Styx,CDs & Vinyl,575.0,
2480,18 Til I Die,'Classic Rock',Bryan Adams,CDs & Vinyl,103637.0,
2481,Peter Frampton - Greatest Hits,'Classic Rock',Peter Frampton,CDs & Vinyl,33111.0,
2479,"&quot;Styx - Greatest Hits, Part II&quot;","'Rock', 'Progressive', 'Progressive Rock'",Styx,CDs & Vinyl,231912.0,
2477,Procol Harum - Greatest Hits,"'World Music', 'Europe', 'British Isles', 'Britain'",Procol Harum,CDs & Vinyl,3813.0,
2478,Down On The Upside,"'Metal', 'Alternative Metal'",Soundgarden,CDs & Vinyl,3191.0,
2484,Karen Carpenter,"'Pop', 'Easy Listening'",Carpenters,CDs & Vinyl,112037.0,
2469,Fields of Gold: The Best of Sting 1984-1994,'Classic Rock',Sting,CDs & Vinyl,27372.0,
2489,The Velvet Underground &amp; Nico,"'Alternative Rock', 'Proto Punk'",Velvet Underground,CDs & Vinyl,8289.0,
2464,So Far So Good,'Classic Rock',Bryan Adams,CDs & Vinyl,25726.0,
2483,Sheryl Crow,"'Pop', 'Adult Alternative'",Sheryl Crow,CDs & Vinyl,99044.0,
2485,Lie To Me,"'Blues', 'Regional Blues', 'Chicago Blues'",Jonny Lang,CDs & Vinyl,26036.0,
2499,Another Ticket,"'Rock', 'Rock Guitarists', 'Guitar Gods'",Eric Clapton,CDs & Vinyl,101969.0,
2476,Joan Baez - Greatest Hits,"'Folk', 'Contemporary Folk'",Joan Baez,CDs & Vinyl,44430.0,
2491,The Velvet Underground,"'Alternative Rock', 'Proto Punk'",Velvet Underground,CDs & Vinyl,71061.0,
2505,Spooky Two,"'Rock', 'Progressive', 'Progressive Rock'",Spooky Tooth,CDs & Vinyl,214962.0,
2503,Powerful People,"'Pop', 'Adult Contemporary'",Gino Vannelli,CDs & Vinyl,95290.0,
2508,Look Out For # 1,'Funk',Brothers Johnson,CDs & Vinyl,75781.0,
2507,Smokin','Classic Rock',Humble Pie,CDs & Vinyl,35257.0,
2513,Brother To Brother,'Soul',Gino Vannelli,CDs & Vinyl,42452.0,
2486,Wave,"'World Music', 'Brazil', 'Bossa Nova'",Antonio Carlos Jobim,CDs & Vinyl,55324.0,
2488,Foundations Of Funk: A Brand New Bag: 1964-1969,,James Brown,CDs & Vinyl,117874.0,
2514,Blam,'Disco',Brothers Johnson,CDs & Vinyl,800045.0,
2487,Lemon Parade,"'Alternative Rock', 'American Alternative'",Tonic,CDs & Vinyl,42125.0,
2519,I'm the Man,"'Alternative Rock', 'New Wave'",Joe Jackson,CDs & Vinyl,590450.0,
2475,Living With Ghosts,"'Folk', 'Contemporary Folk'",Patty Griffin,CDs & Vinyl,25925.0,
2521,Pieces Of Eight,"'Rock', 'Progressive', 'Progressive Rock'",Styx,CDs & Vinyl,36961.0,
2512,The Tubes,'Classic Rock',The Tubes,CDs & Vinyl,35194.0,
2531,Sergio Mendes &amp; Brasil '66 - Greatest Hits,"'World Music', 'Brazil', 'Bossa Nova'",Sergio Mendes,CDs & Vinyl,7885.0,
2523,The Six Wives of Henry VIII,"'Rock', 'Progressive', 'Progressive Rock'",Rick Wakeman,CDs & Vinyl,59542.0,
2532,Rise,"'Jazz', 'Latin Jazz'",Herb Alpert,CDs & Vinyl,294749.0,
2524,The Myths &amp; Legends Of King Arthur &amp; The Knights Of The Round Table,"'Rock', 'Progressive', 'Progressive Rock'",Rick Wakeman,CDs & Vinyl,79737.0,
2528,Sounds... And Stuff Like That,"'Jazz', 'Swing Jazz', 'Contemporary Big Band'",Quincy Jones,CDs & Vinyl,98161.0,
2535,Pretty In Pink Soundtrack,"'Alternative Rock', 'New Wave'",Michael Gore,CDs & Vinyl,24365.0,
2518,Crystal Ball,"'Rock', 'Progressive', 'Progressive Rock'",Styx,CDs & Vinyl,75212.0,
2501,Make It Funky: Big Payback 1971-75,,James Brown,CDs & Vinyl,76196.0,
2538,Even in the Quietest Moments,"'Rock', 'Progressive', 'Progressive Rock'",Supertramp,CDs & Vinyl,510790.0,
2534,Cuts Like A Knife,'Classic Rock',Bryan Adams,CDs & Vinyl,52277.0,
2522,Hair Of The Dog,"'World Music', 'Europe', 'British Isles', 'Britain'",Nazareth,CDs & Vinyl,5481.0,
2516,Flat As A Pancake,'Metal',Head East,CDs & Vinyl,12263.0,
2502,Greatest Hits,"'Pop', 'Oldies', 'Traditional Pop'",Captain & Tennille,CDs & Vinyl,90725.0,
2542,Night And Day,"'Alternative Rock', 'New Wave'",Joe Jackson,CDs & Vinyl,93013.0,
2506,Fire &amp; Water,"'World Music', 'Europe', 'British Isles', 'Britain'",Free,CDs & Vinyl,22757.0,
2546,Light Up The Night,'Disco',Brothers Johnson,CDs & Vinyl,88620.0,
2504,Salty Dog,"'World Music', 'Europe', 'British Isles', 'Britain'",Procol Harum,CDs & Vinyl,722032.0,
2541,Into The Fire,'Classic Rock',Bryan Adams,CDs & Vinyl,86637.0,
2525,Cornerstone,"'Rock', 'Progressive', 'Progressive Rock'",Styx,CDs & Vinyl,38839.0,
2551,The Very Best of Cream,'Classic Rock',Cream,CDs & Vinyl,2210.0,
2527,The Dude,"'Jazz', 'Swing Jazz', 'Contemporary Big Band'",Quincy Jones,CDs & Vinyl,49231.0,
2536,The Breakfast Club Soundtrack,"'Soundtracks', 'Movie Soundtracks'",Gary Chang,CDs & Vinyl,32707.0,
2550,Synchronicity,"'Alternative Rock', 'New Wave'",The Police,CDs & Vinyl,232908.0,
2557,Liege &amp; Lief,"'Folk', 'British Folk'",Fairport Convention,CDs & Vinyl,59431.0,
2549,Kilroy Was Here,"'Rock', 'Progressive', 'Progressive Rock'",Styx,CDs & Vinyl,12103.0,
2556,Lovelines,"'Pop', 'Oldies', 'Traditional Pop'",Carpenters,CDs & Vinyl,998810.0,
2544,40th Anniversary Collection,,James Brown,CDs & Vinyl,48910.0,
2555,Bill &amp; Ted's Excellent Adventure 1989 Film,"'Soundtracks', 'Movie Scores'",David Newman,CDs & Vinyl,40426.0,
2500,Classics,"'Rock', 'Progressive', 'Progressive Rock'",Supertramp,CDs & Vinyl,59264.0,
2509,Right On Time,'Funk',Brothers Johnson,CDs & Vinyl,73784.0,
2554,A Very Special Christmas,'Christmas',The Pretenders,CDs & Vinyl,1607.0,
2552,Control,"'Pop', 'Adult Contemporary'",Janet Jackson,CDs & Vinyl,4952.0,
2520,The Grand Illusion,"'Rock', 'Progressive', 'Progressive Rock'",Styx,CDs & Vinyl,10490.0,
2548,Ghost in Machine,"'Alternative Rock', 'New Wave'",The Police,CDs & Vinyl,248522.0,
2562,In The Eye Of The Storm,"'Rock', 'Progressive', 'Progressive Rock'",Roger Hodgson,CDs & Vinyl,86794.0,
2529,Nothing To Fear,"'Alternative Rock', 'New Wave'",Oingo Boingo,CDs & Vinyl,56617.0,
2561,Janet Jackson,"'Pop', 'Adult Contemporary'",Janet Jackson,CDs & Vinyl,83426.0,
2565,Once Upon a Time,"'Alternative Rock', 'New Wave'",Simple Minds,CDs & Vinyl,418598.0,
2515,Look Sharp!,"'World Music', 'Europe', 'British Isles', 'Britain'",Joe Jackson,CDs & Vinyl,507200.0,
2533,Body &amp; Soul,"'Alternative Rock', 'New Wave'",Joe Jackson,CDs & Vinyl,200535.0,
2553,Flashback,'Classic Rock',.38 Special,CDs & Vinyl,11712.0,
2564,Suzanne Vega,'Alternative Rock',Suzanne Vega,CDs & Vinyl,15501.0,
2567,Solitude Standing,'Alternative Rock',Suzanne Vega,CDs & Vinyl,65631.0,
2572,4 U,'Disco',Vesta Williams,CDs & Vinyl,42889.0,
2490,White Light/White Heat,"'Alternative Rock', 'Proto Punk'",Velvet Underground,CDs & Vinyl,87604.0,
2560,Foreigner,"'World Music', 'Europe', 'British Isles', 'Britain'",Yusuf/Cat Stevens,CDs & Vinyl,356834.0,
2577,Crazy Rhythms,"'Alternative Rock', 'Indie Rock'",Feelies,CDs & Vinyl,502916.0,
2530,East Side Story,"'Alternative Rock', 'New Wave'",Squeeze,CDs & Vinyl,590512.0,
2571,The Best of OMD,"'Alternative Rock', 'New Wave'",Orchestral Manoeuvres in the Dark,CDs & Vinyl,263203.0,
2573,Extreme,"'Classic Rock', 'Glam'",Extreme,CDs & Vinyl,64372.0,
2578,Heart in Motion,'Christian',Amy Grant,CDs & Vinyl,32028.0,
2539,Outlandos D'Amour,"'Alternative Rock', 'New Wave'",The Police,CDs & Vinyl,181489.0,
2579,Edge of the Century,"'Rock', 'Progressive', 'Progressive Rock'",Styx,CDs & Vinyl,87569.0,
2576,Pornograffitti,"'Classic Rock', 'Glam'",Extreme,CDs & Vinyl,56316.0,
2587,Pure Disco,'Disco',Various Artists,CDs & Vinyl,11076.0,
2580,Temple Of The Dog,'Alternative Rock',Temple of the Dog,CDs & Vinyl,29423.0,
2540,Reggatta De Blanc,"'Alternative Rock', 'New Wave'",The Police,CDs & Vinyl,452457.0,
2526,Paradise Theatre,"'Rock', 'Progressive', 'Progressive Rock'",Styx,CDs & Vinyl,6873.0,
2588,Mad Dogs &amp; Englishmen,"'World Music', 'Europe', 'British Isles', 'Britain'",Joe Cocker,CDs & Vinyl,547995.0,
2589,Humble Pie performance: Rockin' the Fillmore,'Classic Rock',Humble Pie,CDs & Vinyl,11050.0,
2585,Greatest Hits: Brenda Russell,'Disco',Brenda Russell,CDs & Vinyl,478864.0,
2582,Soundgarden - Badmotorfinger,"'Metal', 'Alternative Metal'",Soundgarden,CDs & Vinyl,6388.0,
2581,Waking Up The Neighbours,'Classic Rock',Bryan Adams,CDs & Vinyl,64110.0,
2596,Peel Slowly &amp; See,"'Alternative Rock', 'Proto Punk'",Velvet Underground,CDs & Vinyl,68277.0,
2586,New Miserable Experience,'Alternative Rock',Gin Blossoms,CDs & Vinyl,7328.0,
2575,Surprise Attack,"'Classic Rock', 'Glam'",Tora Tora,CDs & Vinyl,130093.0,
2584,Change Everything,"'Pop', 'Adult Alternative'",Del Amitri,CDs & Vinyl,320730.0,
2594,Bring on the Night,'Classic Rock',Sting,CDs & Vinyl,221240.0,
2600,Tupelo Honey,"'World Music', 'Europe', 'British Isles', 'Britain'",Van Morrison,CDs & Vinyl,42094.0,
2593,Caught In The Act,"'Rock', 'Progressive', 'Progressive Rock'",Styx,CDs & Vinyl,130728.0,
2591,The Soul Cages,'Classic Rock',Sting,CDs & Vinyl,32846.0,
2601,Saint Dominic's Preview,'Soul',Van Morrison,CDs & Vinyl,90581.0,
2604,Veedon Fleece,'Soul',Van Morrison,CDs & Vinyl,68533.0,
2583,Finally,'House',Ce Ce Peniston,CDs & Vinyl,92717.0,
2602,Hard Nose the Highway,'Soul',Van Morrison,CDs & Vinyl,123601.0,
2603,It's Too Late to Stop Now,'Soul',Van Morrison,CDs & Vinyl,117313.0,
2609,MTV Unplugged,'Classic Rock',Bryan Adams,CDs & Vinyl,102399.0,
2590,Nothing Like The Sun,'Classic Rock',Sting,CDs & Vinyl,12837.0,
2597,Crossroads 2,"'Rock', 'Rock Guitarists', 'Guitar Gods'",Eric Clapton,CDs & Vinyl,76308.0,
2566,Boomtown,"'Folk', 'Contemporary Folk'",David & David,CDs & Vinyl,86958.0,
2610,Lock N' Load,,Denis Leary,CDs & Vinyl,185503.0,
2605,Wavelength,'Soul',Van Morrison,CDs & Vinyl,47326.0,
2606,Behind the Eyes,'Christian',Amy Grant,CDs & Vinyl,62542.0,
2611,Days of Future Passed,"'Rock', 'Progressive', 'Progressive Rock'",The Moody Blues,CDs & Vinyl,334139.0,
2622,Running on Empty,'Classic Rock',Jackson Browne,CDs & Vinyl,18963.0,
2626,Living in the U.S.A.,"'Pop', 'Adult Contemporary'",Linda Ronstadt,CDs & Vinyl,374804.0,
2617,Simple Dreams,"'Folk', 'Contemporary Folk'",Linda Ronstadt,CDs & Vinyl,95828.0,
2618,Their Greatest Hits,'Classic Rock',Eagles,CDs & Vinyl,1249.0,
2623,Excitable Boy,'Classic Rock',Warren Zevon,CDs & Vinyl,17459.0,
2630,Mingus,'Pop',Joni Mitchell,CDs & Vinyl,29732.0,
2627,Blue Valentine,'Classic Rock',Tom Waits,CDs & Vinyl,33336.0,
2625,But Seriously Folks,'Classic Rock',Joe Walsh,CDs & Vinyl,399875.0,
2624,Boys in the Trees,"'Pop', 'Adult Contemporary'",Carly Simon,CDs & Vinyl,259500.0,
2638,Exit,"'Rock', 'Progressive', 'Progressive Rock'",Tangerine Dream,CDs & Vinyl,537687.0,
2642,Live: EAGLES,'Classic Rock',Eagles,CDs & Vinyl,19669.0,
2607,A Very Special Christmas 3,'Noels',Various Artists,CDs & Vinyl,3668.0,
2632,Candy-O,"'Alternative Rock', 'New Wave'",The Cars,CDs & Vinyl,60639.0,
2619,Linda Ronstadt: Greatest Hits,"'Folk', 'Contemporary Folk'",Linda Ronstadt,CDs & Vinyl,67411.0,
2634,Mad Love,"'Pop', 'Adult Contemporary'",Linda Ronstadt,CDs & Vinyl,82864.0,
2656,Small Change,'Classic Rock',Tom Waits,CDs & Vinyl,97673.0,
2628,Miles Of Aisles,'Pop',Joni Mitchell,CDs & Vinyl,3198.0,
2631,Spy,"'Pop', 'Adult Contemporary'",Carly Simon,CDs & Vinyl,200980.0,
2639,Shake It Up,"'Alternative Rock', 'New Wave'",The Cars,CDs & Vinyl,67154.0,
2651,Prisoner in Disguise,"'Folk', 'Contemporary Folk'",Linda Ronstadt,CDs & Vinyl,193210.0,
2657,Hejira,'Pop',Joni Mitchell,CDs & Vinyl,3398.0,
2640,Don Juans Reckless Daughter,"'Jazz', 'Vocal Jazz'",Joni Mitchell,CDs & Vinyl,246357.0,
2647,"Heart Of Saturday Night, The",'Classic Rock',Tom Waits,CDs & Vinyl,50355.0,
2667,Greatest Stories Live,"'Folk', 'Contemporary Folk'",Harry Chapin,CDs & Vinyl,7814.0,
2653,Warren Zevon,'Classic Rock',Warren Zevon,CDs & Vinyl,25315.0,
2650,One Of These Nights,'Classic Rock',Eagles,CDs & Vinyl,5972.0,
2668,Paul Butterfield Blues Band,"'Blues', 'Regional Blues', 'Chicago Blues'",Paul Butterfield,CDs & Vinyl,24888.0,
2669,East-West,"'Blues', 'Regional Blues', 'Chicago Blues'",Paul Butterfield,CDs & Vinyl,5262.0,
2595,Chess,'Musicals',Benny Andersson,CDs & Vinyl,12794.0,
2641,Shadows &amp; Light,'Pop',Joni Mitchell,CDs & Vinyl,21298.0,
2646,Verities &amp; Balderdash,"'Folk', 'Contemporary Folk'",Harry Chapin,CDs & Vinyl,103722.0,
2664,Don't Cry Now,"'Folk', 'Contemporary Folk'",Linda Ronstadt,CDs & Vinyl,586208.0,
2678,Breaking the Chains,"'Classic Rock', 'Glam'",Dokken,CDs & Vinyl,249309.0,
2671,I Can't Stand Still,'Classic Rock',Don Henley,CDs & Vinyl,31208.0,
2658,Nighthawks at the Diner,'Classic Rock',Tom Waits,CDs & Vinyl,64401.0,
2662,For The Roses,'Pop',Joni Mitchell,CDs & Vinyl,10740.0,
2599,The Best Of The Moody Blues,"'Rock', 'Progressive', 'Progressive Rock'",The Moody Blues,CDs & Vinyl,4618.0,
2663,Closing Time,'Classic Rock',Tom Waits,CDs & Vinyl,71337.0,
2681,Human's Lib,"'Alternative Rock', 'New Wave'",Howard Jones,CDs & Vinyl,73989.0,
2644,Hotcakes,"'Pop', 'Adult Contemporary'",Carly Simon,CDs & Vinyl,88465.0,
2654,Another Passenger,"'Pop', 'Adult Contemporary'",Carly Simon,CDs & Vinyl,232873.0,
2673,Too Fast for Love,'Classic Rock',Motley Crue,CDs & Vinyl,441703.0,
2682,Tooth &amp; Nail,"'Classic Rock', 'Glam'",Dokken,CDs & Vinyl,463205.0,
2649,Playing Possum,"'Pop', 'Adult Contemporary'",Carly Simon,CDs & Vinyl,200224.0,
2683,Dream Into Action,"'Alternative Rock', 'New Wave'",Howard Jones,CDs & Vinyl,131926.0,
2670,Electric Cafe,"'Rock', 'Progressive', 'Progressive Rock'",Kraftwerk,CDs & Vinyl,138581.0,
2685,First And Last And Always,"'Alternative Rock', 'Goth'",The Sisters Of Mercy,CDs & Vinyl,326241.0,
2661,Eagles,"'Rock', 'Country Rock'",Eagles,CDs & Vinyl,6381.0,
2674,Get Closer,"'Pop', 'Adult Contemporary'",Linda Ronstadt,CDs & Vinyl,115473.0,
2679,Heartbeat City,"'Alternative Rock', 'New Wave'",The Cars,CDs & Vinyl,42417.0,
2676,What's New,"'Pop', 'Oldies', 'Traditional Pop'",Linda Ronstadt,CDs & Vinyl,32378.0,
2696,The Dark,"'Metal', 'Pop Metal'",Metal Church,CDs & Vinyl,35717.0,
2635,Hold Out,'Classic Rock',Jackson Browne,CDs & Vinyl,273979.0,
2692,The Cars - Greatest Hits,"'Alternative Rock', 'New Wave'",The Cars,CDs & Vinyl,19808.0,
2686,Anthology of Bread,"'Pop', 'Adult Contemporary'",Bread,CDs & Vinyl,33013.0,
2697,Bad Luck Streak in Dancing School,'Classic Rock',Warren Zevon,CDs & Vinyl,355684.0,
2687,The Head on the Door,"'Alternative Rock', 'Goth'",The Cure,CDs & Vinyl,255277.0,
2691,Under Lock &amp; Key,"'Classic Rock', 'Glam'",Dokken,CDs & Vinyl,495355.0,
2637,"Greatest Hits, Vol. 2","'Folk', 'Contemporary Folk'",Linda Ronstadt,CDs & Vinyl,35991.0,
2636,Panorama,"'Alternative Rock', 'New Wave'",The Cars,CDs & Vinyl,135919.0,
2629,Heartattack &amp; Vine,'Pop',Tom Waits,CDs & Vinyl,114464.0,
2701,Back for the Attack,"'Classic Rock', 'Glam'",Dokken,CDs & Vinyl,47962.0,
2677,Lawyers in Love,'Classic Rock',Jackson Browne,CDs & Vinyl,45371.0,
2702,Kiss Me Kiss Me Kiss Me,"'Alternative Rock', 'Goth'",The Cure,CDs & Vinyl,267955.0,
2698,Urban Cowboy Soundtrack,"'Country', 'Cowboy'",Johnny Lee,CDs & Vinyl,1142.0,
2700,Faster Pussycat,"'Classic Rock', 'Glam'",Faster Pussycat,CDs & Vinyl,38451.0,
2699,Heavy Metal: Music From The Motion Picture,"'Metal', 'Pop Metal'",Various Artists,CDs & Vinyl,5889.0,
2688,Master of Puppets,"'Metal', 'Pop Metal'",Metallica,CDs & Vinyl,71887.0,
2712,Seventeen Seconds,"'Alternative Rock', 'Goth'",The Cure,CDs & Vinyl,153775.0,
2714,Boys Don't Cry,"'Alternative Rock', 'Goth'",The Cure,CDs & Vinyl,53421.0,
2710,Can't Look Away,"'Rock', 'Progressive', 'Progressive Rock'",Trevor Rabin,CDs & Vinyl,44756.0,
2708,"Gold Medal Collection, The","'Folk', 'Contemporary Folk'",Harry Chapin,CDs & Vinyl,7058.0,
2704,Door to Door,"'Alternative Rock', 'New Wave'",The Cars,CDs & Vinyl,48843.0,
2633,The Long Run,'Classic Rock',Eagles,CDs & Vinyl,5234.0,
2711,Faith,"'Alternative Rock', 'Goth'",The Cure,CDs & Vinyl,365051.0,
2652,The Hissing of Summer Lawns,'Pop',Joni Mitchell,CDs & Vinyl,14530.0,
2724,So Intense,"'Blues', 'Contemporary Blues'",Lisa Fischer,CDs & Vinyl,110033.0,
2723,"Cry Like a Rainstorm, Howl Like the Wind","'Pop', 'Adult Contemporary'",Linda Ronstadt,CDs & Vinyl,12497.0,
2722,The Mix,"'Rock', 'Progressive', 'Progressive Rock'",Kraftwerk,CDs & Vinyl,127605.0,
2695,'Round Midnight,"'Pop', 'Oldies', 'Traditional Pop'",Linda Ronstadt,CDs & Vinyl,23062.0,
2680,The Best Of The Doors,"'Alternative Rock', 'Proto Punk'",The Doors,CDs & Vinyl,124829.0,
2720,Disintegration,"'Alternative Rock', 'Goth'",The Cure,CDs & Vinyl,48748.0,
2706,Make It Last Forever,,Keith Sweat,CDs & Vinyl,117875.0,
2718,Giving You The Best That I Got,"'Blues', 'Contemporary Blues'",Anita Baker,CDs & Vinyl,30016.0,
2728,Wicked Sensation,"'Metal', 'Pop Metal'",Lynch Mob,CDs & Vinyl,42201.0,
2719,Dr. Feelgood,'Classic Rock',Motley Crue,CDs & Vinyl,155722.0,
2725,Flood,"'Alternative Rock', 'Indie Rock'",They Might Be Giants,CDs & Vinyl,33079.0,
2615,Miss Thang,"'Pop', 'Dance Pop'",Monica,CDs & Vinyl,167271.0,
2732,Vision Thing,"'Alternative Rock', 'Goth'",The Sisters Of Mercy,CDs & Vinyl,134507.0,
2730,Bossanova,"'Alternative Rock', 'Indie Rock'",Pixies,CDs & Vinyl,87452.0,
2715,...And Justice For All,"'Metal', 'Pop Metal'",Metallica,CDs & Vinyl,118524.0,
2721,Doolittle,"'Alternative Rock', 'Indie Rock'",Pixies,CDs & Vinyl,306431.0,
2734,In Concert,"'Alternative Rock', 'Proto Punk'",The Doors,CDs & Vinyl,16017.0,
2726,Compositions,"'Blues', 'Contemporary Blues'",Anita Baker,CDs & Vinyl,97968.0,
2660,Jackson Browne Saturate Before Using,'Classic Rock',Jackson Browne,CDs & Vinyl,21087.0,
2736,Songstress,"'Blues', 'Contemporary Blues'",Anita Baker,CDs & Vinyl,99885.0,
2740,Surfer Rosa,'Alternative Rock',Pixies,CDs & Vinyl,308418.0,
2694,Staring at the Sea: The Singles,"'Alternative Rock', 'Goth'",The Cure,CDs & Vinyl,5450.0,
2716,Blessing in Disguise,"'Metal', 'Pop Metal'",Metal Church,CDs & Vinyl,29743.0,
2729,World Clique,'House',Deee-Lite,CDs & Vinyl,35409.0,
2738,I Wish My Brother George Was Here,'Experimental Rap',Del The Funky Homosapien,CDs & Vinyl,41871.0,
2666,Desperado,'Classic Rock',Eagles,CDs & Vinyl,6079.0,
2693,Metal Church,"'Metal', 'Pop Metal'",Metal Church,CDs & Vinyl,31624.0,
2751,Pure Guava,"'Alternative Rock', 'Indie Rock'",Ween,CDs & Vinyl,397418.0,
2727,Mecca And The Soul Brother,'Soul',Pete Rock,CDs & Vinyl,64472.0,
2748,Lose Control,"'Pop', 'Dance Pop'",Silk,CDs & Vinyl,59295.0,
2750,Junta,"'Rock', 'Progressive', 'Progressive Rock'",Phish,CDs & Vinyl,38618.0,
2752,Sound Of White Noise,"'Metal', 'Pop Metal'",Anthrax,CDs & Vinyl,32653.0,
2755,Debut,'Electronica',Bjrk,CDs & Vinyl,31231.0,
2741,Come On Pilgrim,"'Alternative Rock', 'Indie Rock'",Pixies,CDs & Vinyl,488570.0,
2739,Apollo 18,"'Alternative Rock', 'Indie Rock'",They Might Be Giants,CDs & Vinyl,64863.0,
2737,Trompe Le Monde,'Alternative Rock',Pixies,CDs & Vinyl,449711.0,
2731,Mixed Up,"'Alternative Rock', 'Goth'",The Cure,CDs & Vinyl,119854.0,
2759,I'm Alive,'Classic Rock',Jackson Browne,CDs & Vinyl,42947.0,
2747,Our Time In Eden,"'Alternative Rock', 'Jangle Pop'","10,000 Maniacs",CDs & Vinyl,50209.0,
