item_id:token,movie_title:token_seq,release_year:token,class:token_seq
452,City Hall,1996,Drama Thriller
695,"Basketball Diaries, The",1995,Drama
298,Little Women,1994,Drama
775,Barcelona,1994,Comedy Romance
703,"House of the Spirits, The",1993,Drama Romance
225,Singin' in the Rain,1952,Musical Romance
417,Enchanted April,1991,Drama
538,"Sex, Lies, and Videotape",1989,Drama
260,Strictly Ballroom,1992,Comedy Romance
692,Better Off Dead...,1985,Comedy
341,Tin Men,1987,Comedy Drama
885,Othello,1995,Drama
303,To Die For,1995,Comedy Drama
296,Home for the Holidays,1995,Drama Romance
391,"Juror, The",1996,Drama Thriller
155,Canadian Bacon,1994,Comedy War
354,First Knight,1995,Action Adventure Drama Romance
362,Mallrats,1995,Comedy
835,Nine Months,1995,Comedy
597,Boys on the Side,1995,Comedy Drama
242,Circle of Friends,1995,Drama Romance
785,Immortal Beloved,1994,Drama Romance
761,Junior,1994,Comedy Sci-Fi
437,Nell,1994,Drama
935,"Queen Margot (Reine Margot, La)",1994,Drama Romance
289,"Corrina, Corrina",1994,Comedy Drama Romance
345,Dave,1993,Comedy Romance
852,Made in America,1993,Comedy
832,Philadelphia,1993,Drama
459,Shadowlands,1993,Drama Romance
531,Sirens,1994,Comedy Drama
662,Threesome,1994,Comedy Romance
406,Pretty Woman,1990,Comedy Romance
384,Jane Eyre,1996,Drama Romance
371,"Last Supper, The",1995,Drama Thriller
343,Ransom,1996,Drama Thriller
676,"Crow: City of Angels, The",1996,Action Thriller
378,Michael Collins,1996,Drama War
197,Real Genius,1985,Comedy
541,Benny & Joon,1993,Comedy Romance
166,"Saint, The",1997,Action Romance Thriller
232,"MatchMaker, The",1997,Comedy Romance
109,Amistad,1997,Drama
246,Tomorrow Never Dies,1997,Action Romance Thriller
724,"Replacement Killers, The",1998,Action Thriller
900,Burnt By the Sun,1994,Drama
668,Red Corner,1997,Crime Thriller
150,Jumanji,1995,Action Adventure Children's Fantasy Sci-Fi
124,Father of the Bride Part II,1995,Comedy
283,Lawnmower Man 2: Beyond Cyberspace,1996,Sci-Fi Thriller
679,Screamers,1995,Sci-Fi
492,Nick of Time,1995,Action Thriller
344,Beautiful Girls,1996,Drama
560,Happy Gilmore,1996,Comedy
604,If Lucy Fell,1996,Comedy Romance
720,Boomerang,1992,Comedy Romance
25,Casper,1995,Adventure Children's
719,Congo,1995,Action Adventure Mystery Sci-Fi
328,Devil in a Blue Dress,1995,Crime Film-Noir Mystery Thriller
669,Johnny Mnemonic,1995,Action Sci-Fi Thriller
647,Kids,1995,Drama
442,"Prophecy, The",1995,Horror
734,Something to Talk About,1995,Comedy Drama Romance
600,Don Juan DeMarco,1995,Comedy Drama Romance
567,Drop Zone,1994,Action
433,Dumb & Dumber,1994,Comedy
291,French Kiss,1995,Comedy Romance
883,Milk Money,1994,Comedy Romance
14,Only You,1994,Comedy Romance
103,Swimming with Sharks,1995,Comedy Drama
184,Tommy Boy,1995,Comedy
537,Bullets Over Broadway,1994,Comedy
135,It Could Happen to You,1994,Drama Romance
881,Richie Rich,1994,Children's Comedy
34,Speechless,1994,Comedy Romance
723,Timecop,1994,Action Sci-Fi
920,In the Mouth of Madness,1995,Horror Thriller
782,Hard Target,1993,Action Adventure Crime Thriller
813,Manhattan Murder Mystery,1993,Comedy Mystery
455,Menace II Society,1993,Action Crime Drama
657,"Program, The",1993,Action Drama
398,Rising Sun,1993,Action Drama Mystery
716,"Shadow, The",1994,Action
212,"Celluloid Closet, The",1995,Documentary
118,One Fine Day,1996,Drama Romance
757,Candyman: Farewell to the Flesh,1995,Horror
888,Girl 6,1996,Comedy
770,Eddie,1996,Comedy
429,Space Jam,1996,Adventure Animation Children's Comedy Fantasy
635,Mrs. Winterbourne,1996,Comedy Romance
287,Mulholland Falls,1996,Crime Film-Noir Thriller
367,"Great White Hype, The",1996,Comedy
845,"Arrival, The",1996,Action Sci-Fi Thriller
628,"Phantom, The",1996,Adventure
747,Daylight,1996,Action Adventure Thriller
233,Fled,1996,Action Adventure
483,Escape from L.A.,1996,Action Adventure Sci-Fi Thriller
101,Bogus,1996,Children's Drama Fantasy
834,Bulletproof,1996,Action
916,Halloween: The Curse of Michael Myers,1995,Horror Thriller
122,Ninotchka,1939,Comedy Romance
925,Meet John Doe,1941,Drama
677,Last Man Standing,1996,Action Drama Western
774,"Glimmer Man, The",1996,Action Thriller
193,Pollyanna,1960,Children's Comedy Drama
750,"Shaggy Dog, The",1959,Children's Comedy
751,Freeway,1996,Crime
284,That Thing You Do!,1996,Comedy
671,To Gillian on Her 37th Birthday,1996,Drama Romance
546,Looking for Richard,1996,Documentary Drama
348,Days of Thunder,1990,Action Romance
626,Diva,1981,Action Drama Mystery Romance Thriller
855,Night on Earth,1991,Comedy Drama
686,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il)",1970,Drama
386,My Fellow Americans,1996,Comedy
898,"Ice Storm, The",1997,Drama
414,Michael,1996,Comedy Romance
351,Fools Rush In,1997,Comedy Romance
866,Vegas Vacation,1997,Comedy
213,Love Jones,1997,Romance
355,Picture Perfect,1997,Comedy Romance
651,Career Girls,1997,Drama
522,She's So Lovely,1997,Drama Romance
792,Money Talks,1997,Action Comedy
447,Excess Baggage,1997,Adventure Romance
820,That Darn Cat!,1997,Children's Comedy Mystery
252,"Peacemaker, The",1997,Action Thriller War
732,Soul Food,1997,Drama
922,Money Talks,1997,Action Comedy
714,Washington Square,1997,Drama
625,"Life Less Ordinary, A",1997,Romance Thriller
797,Eve's Bayou,1997,Drama
928,Mortal Kombat: Annihilation,1997,Action Adventure
314,Flubber,1997,Children's Comedy Fantasy
753,Scream 2,1997,Horror Thriller
889,"Sweet Hereafter, The",1997,Drama
596,"Postman, The",1997,Drama
374,Kundun,1997,Drama
875,"Big Lebowski, The",1998,Comedy Crime Mystery Thriller
608,Ma vie en rose (My Life in Pink),1997,Comedy Drama
376,Great Expectations,1998,Drama Romance
658,Oscar & Lucinda,1997,Drama Romance
59,"City of Lost Children, The",1995,Adventure Sci-Fi
648,Farewell My Concubine,1993,Drama Romance
357,Dead Man,1995,Western
469,Raise the Red Lantern,1991,Drama
844,White Squall,1996,Adventure Drama
806,Unforgettable,1996,Sci-Fi Thriller
485,Down Periscope,1996,Comedy
808,"Craft, The",1996,Drama Horror
573,Harriet the Spy,1996,Children's Comedy
157,Chain Reaction,1996,Action Adventure Thriller
390,"Island of Dr. Moreau, The",1996,Sci-Fi Thriller
730,First Kid,1996,Children's Comedy
909,"Funeral, The",1996,Drama
902,"Preacher's Wife, The",1996,Drama
868,Brassed Off,1996,Comedy Drama Romance
479,"Thousand Acres, A",1997,Drama
322,"Smile Like Yours, A",1997,Comedy Romance
661,Murder in the First,1995,Drama Thriller
882,Airheads,1994,Comedy
375,With Honors,1994,Comedy Drama
627,What's Love Got to Do with It,1993,Drama
365,Killing Zoe,1994,Thriller
183,Renaissance Man,1994,Comedy Drama War
535,Charade,1963,Comedy Mystery Romance Thriller
853,"Fox and the Hound, The",1981,Animation Children's
426,Booty Call,1997,Comedy Romance
556,How to Make an American Quilt,1995,Drama Romance
539,Georgia,1995,Drama
256,"Indian in the Cupboard, The",1995,Adventure Children's Fantasy
917,Blue in the Face,1995,Comedy
562,Unstrung Heroes,1995,Comedy Drama
126,Before Sunrise,1995,Drama Romance
911,Nobody's Fool,1994,Drama
268,Dazed and Confused,1993,Comedy
320,Naked,1993,Drama
387,Orlando,1993,Drama
862,Ruby in Paradise,1993,Drama
521,Some Folks Call It a Sling Blade,1993,Drama Thriller
711,Funny Face,1957,Comedy Musical
839,"Affair to Remember, An",1957,Romance
706,Winnie the Pooh and the Blustery Day,1968,Animation Children's
699,Mediterraneo,1991,Comedy War
878,Passion Fish,1992,Drama
516,Eye for an Eye,1996,Drama Thriller
702,Fear,1996,Thriller
476,"Substitute, The",1996,Action
847,Heaven's Prisoners,1996,Mystery Thriller
38,"Trigger Effect, The",1996,Drama Thriller
690,Mother Night,1996,Drama
495,Maximum Risk,1996,Action Adventure Thriller
249,Shadow Conspiracy,1997,Thriller
929,Blood & Wine,1997,Drama
871,Turbulence,1997,Thriller
767,"Beautician and the Beast, The",1997,Comedy Romance
921,Cats Don't Dance,1997,Animation Children's Musical
705,Anna Karenina,1997,Drama Romance
841,Keys to Tulsa,1997,Crime
787,Hercules,1997,Adventure Animation Children's Comedy Musical
533,"Kiss Me, Guido",1997,Comedy
685,"Double vie de V̩ronique, La (Double Life of Veronique, The)",1991,Drama
680,Until the End of the World (Bis ans Ende der Welt),1991,Drama Sci-Fi
602,Waiting for Guffman,1996,Comedy
891,I Shot Andy Warhol,1996,Drama
810,Stealing Beauty,1996,Drama
446,Basquiat,1996,Drama
605,2 Days in the Valley,1996,Crime
581,Private Parts,1997,Comedy Drama
829,Anaconda,1997,Action Adventure Thriller
10,Romy and Michele's High School Reunion,1997,Comedy
82,Con Air,1997,Action Adventure Thriller
269,Trees Lounge,1996,Drama
200,Tie Me Up! Tie Me Down!,1990,Drama
578,"Die xue shuang xiong (Killer, The)",1989,Action Thriller
776,Gaslight,1944,Mystery Thriller
624,8 1/2,1963,Drama
431,"Fast, Cheap & Out of Control",1997,Documentary
908,Fathers' Day,1997,Comedy
783,Fire Down Below,1997,Action Drama Thriller
187,Grumpier Old Men,1995,Comedy Romance
804,"Beverly Hillbillies, The",1993,Comedy
524,Homeward Bound II: Lost in San Francisco,1996,Adventure Children's
468,"Quest, The",1996,Action Adventure
146,Cool Runnings,1993,Comedy
815,Drop Dead Fred,1991,Comedy Fantasy
665,Grease 2,1982,Comedy Musical Romance
393,Hamlet,1996,Drama
895,Two if by Sea,1996,Comedy Romance
575,Forget Paris,1995,Comedy Romance
17,Just Cause,1995,Mystery Thriller
629,"Paper, The",1994,Comedy Drama
927,Fearless,1993,Drama
513,Malice,1993,Thriller
315,Multiplicity,1996,Comedy
609,She's the One,1996,Comedy Romance
65,House Arrest,1996,Comedy
870,"Ghost and Mrs. Muir, The",1947,Drama Romance
859,"Associate, The",1996,Comedy
449,Dracula: Dead and Loving It,1995,Comedy Horror
802,Now and Then,1995,Drama
918,Mr. Wrong,1996,Comedy
614,"Pallbearer, The",1996,Comedy
713,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,Comedy
323,"Adventures of Pinocchio, The",1996,Adventure Children's
372,"Evening Star, The",1996,Comedy Drama
544,"Little Princess, A",1995,Children's Drama
477,Koyaanisqatsi,1983,Documentary War
250,Bottle Rocket,1996,Comedy
424,Living in Oblivion,1995,Comedy
701,Shallow Grave,1994,Thriller
854,Reality Bites,1994,Comedy Drama
527,Oliver & Company,1988,Animation Children's
159,Joe's Apartment,1996,Comedy Musical
818,Anne Frank Remembered,1995,Documentary
254,It's My Party,1995,Drama
901,Speed 2: Cruise Control,1997,Action Romance Thriller
822,Sliver,1993,Thriller
185,Pete's Dragon,1977,Adventure Animation Children's Musical
772,Live Nude Girls,1995,Comedy
682,High School High,1996,Comedy
174,Flirting With Disaster,1996,Comedy
606,Six Degrees of Separation,1993,Drama Mystery
595,Death and the Maiden,1994,Drama Thriller
331,Tank Girl,1995,Action Comedy Musical Sci-Fi
816,Mrs. Parker and the Vicious Circle,1994,Drama
264,Twelfth Night,1996,Comedy Drama Romance
794,Up in Smoke,1978,Comedy
588,Some Kind of Wonderful,1987,Drama Romance
936,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",1964,Drama Musical
886,"Old Man and the Sea, The",1958,Adventure Drama
640,Chungking Express,1994,Drama Mystery Romance
786,Feeling Minnesota,1996,Drama Romance
507,Escape to Witch Mountain,1975,Adventure Children's Fantasy
121,Get on the Bus,1996,Drama
826,"Doors, The",1991,Drama Musical
897,Ghosts of Mississippi,1996,Drama
807,Beautiful Thing,1996,Drama Romance
652,Hackers,1995,Action Crime Thriller
593,When We Were Kings,1996,Documentary
113,My Family,1995,Drama
754,Walkabout,1971,Drama
937,In Love and War,1996,Romance War
656,"Relic, The",1997,Horror
579,Love! Valour! Compassion!,1997,Drama Romance
843,"Portrait of a Lady, The",1996,Drama
907,Little Buddha,1993,Drama
831,Spanking the Monkey,1994,Comedy Drama
934,Welcome To Sarajevo,1997,Drama War
872,Young Guns II,1990,Action Comedy Western
728,Once Were Warriors,1994,Crime Drama
244,"Family Thing, A",1996,Comedy Drama
696,Cemetery Man (Dellamorte Dellamore),1994,Comedy Horror
863,Top Hat,1935,Comedy Musical Romance
655,Kiss of Death,1995,Crime Drama Thriller
861,Virtuosity,1995,Sci-Fi Thriller
828,Barb Wire,1996,Action Sci-Fi
154,Assassins,1995,Thriller
639,Friday,1995,Comedy
931,"Goofy Movie, A",1995,Animation Children's Comedy Romance
420,Higher Learning,1995,Drama
910,When a Man Loves a Woman,1994,Drama
717,Judgment Night,1993,Action
892,Night Falls on Manhattan,1997,Crime Drama
681,Under Siege 2: Dark Territory,1995,Action
930,Marked for Death,1990,Action Drama
143,Ghost in the Shell (Kokaku kidotai),1995,Animation Sci-Fi
912,Metro,1997,Action
914,Trial and Error,1997,Comedy Romance
156,Clockers,1995,Drama
674,Before and After,1996,Drama Mystery
725,Inventing the Abbotts,1997,Drama Romance
819,"Specialist, The",1994,Action
769,Barbarella,1968,Adventure Sci-Fi
